Server_Name	timestamp.1	CPU.utilization
NYPIBV6T032	10/27/2015 8:28	3.607791
NYPIBV6T032	10/27/2015 8:29	3.003103
NYPIBV6T032	10/27/2015 8:30	4.910764
NYPIBV6T032	10/27/2015 8:31	4.708098
NYPIBV6T032	10/27/2015 8:32	3.344408
NYPIBV6T032	10/27/2015 8:33	4.455281
NYPIBV6T032	10/27/2015 8:34	2.770083
NYPIBV6T032	10/27/2015 8:35	2.670064
NYPIBV6T032	10/27/2015 8:36	7.202216
NYPIBV6T032	10/27/2015 8:37	5.28649
NYPIBV6T032	10/27/2015 8:38	2.647906
NYPIBV6T032	10/27/2015 8:39	2.138978
NYPIBV6T032	10/27/2015 8:40	3.180408
NYPIBV6T032	10/27/2015 8:41	4.632606
NYPIBV6T032	10/27/2015 8:42	3.7349
NYPIBV6T032	10/27/2015 8:43	2.825798
NYPIBV6T032	10/27/2015 8:44	4.089549
NYPIBV6T032	10/27/2015 8:45	26.359508
NYPIBV6T032	10/27/2015 8:46	5.073106
NYPIBV6T032	10/27/2015 8:47	3.722992
NYPIBV6T032	10/27/2015 8:48	4.863727
NYPIBV6T032	10/27/2015 8:49	5.240997
NYPIBV6T032	10/27/2015 8:50	2.547347
NYPIBV6T032	10/27/2015 8:51	2.216312
NYPIBV6T032	10/27/2015 8:52	2.238723
NYPIBV6T032	10/27/2015 8:53	1.817577
NYPIBV6T032	10/27/2015 8:54	1.318852
NYPIBV6T032	10/27/2015 8:55	4.785643
NYPIBV6T032	10/27/2015 8:56	1.950139
NYPIBV6T032	10/27/2015 8:57	2.3828
NYPIBV6T032	10/27/2015 8:58	2.682332
NYPIBV6T032	10/27/2015 8:59	2.836251
NYPIBV6T032	10/27/2015 9:00	2.98094
NYPIBV6T032	10/27/2015 9:01	10.942854
NYPIBV6T032	10/27/2015 9:02	7.962348
NYPIBV6T032	10/27/2015 9:03	3.245459
NYPIBV6T032	10/27/2015 9:04	4.254848
NYPIBV6T032	10/27/2015 9:05	3.93439
NYPIBV6T032	10/27/2015 9:06	2.780547
NYPIBV6T032	10/27/2015 9:07	2.692222
NYPIBV6T032	10/27/2015 9:08	3.402793
NYPIBV6T032	10/27/2015 9:09	5.418883
NYPIBV6T032	10/27/2015 9:10	3.024931
NYPIBV6T032	10/27/2015 9:11	2.393352
NYPIBV6T032	10/27/2015 9:12	2.670952
NYPIBV6T032	10/27/2015 9:13	2.7042
NYPIBV6T032	10/27/2015 9:14	2.293883
NYPIBV6T032	10/27/2015 9:15	4.962889
NYPIBV6T032	10/27/2015 9:16	4.683867
NYPIBV6T032	10/27/2015 9:17	3.732418
NYPIBV6T032	10/27/2015 9:18	1.728915
NYPIBV6T032	10/27/2015 9:19	1.07503
NYPIBV6T032	10/27/2015 9:20	1.086354
NYPIBV6T032	10/27/2015 9:21	1.961436
NYPIBV6T032	10/27/2015 9:22	2.327902
NYPIBV6T032	10/27/2015 9:23	0.986368
NYPIBV6T032	10/27/2015 9:24	4.144963
NYPIBV6T032	10/27/2015 9:25	28.394104
NYPIBV6T032	10/27/2015 9:26	1.263438
NYPIBV6T032	10/27/2015 9:27	4.278431
NYPIBV6T032	10/27/2015 9:28	3.513633
NYPIBV6T032	10/27/2015 9:29	1.773246
NYPIBV6T032	10/27/2015 9:30	4.965089
NYPIBV6T032	10/27/2015 9:31	4.896964
NYPIBV6T032	10/27/2015 9:32	4.242357
NYPIBV6T032	10/27/2015 9:33	6.941984
NYPIBV6T032	10/27/2015 9:34	4.686461
NYPIBV6T032	10/27/2015 9:35	7.735786
NYPIBV6T032	10/27/2015 9:36	6.535948
NYPIBV6T032	10/27/2015 9:37	6.491636
NYPIBV6T032	10/27/2015 9:38	9.52381
NYPIBV6T032	10/27/2015 9:39	17.190961
NYPIBV6T032	10/27/2015 9:40	9.858219
NYPIBV6T032	10/27/2015 9:41	8.962996
NYPIBV6T032	10/27/2015 9:42	23.105893
NYPIBV6T032	10/27/2015 9:43	8.673017
NYPIBV6T032	10/27/2015 9:44	6.703601
NYPIBV6T032	10/27/2015 9:45	3.590028
NYPIBV6T032	10/27/2015 9:46	3.07965
NYPIBV6T032	10/27/2015 9:47	4.577192
NYPIBV6T032	10/27/2015 9:48	4.233625
NYPIBV6T032	10/27/2015 9:49	2.215085
NYPIBV6T032	10/27/2015 9:50	3.091755
NYPIBV6T032	10/27/2015 9:51	2.327644
NYPIBV6T032	10/27/2015 9:52	5.018834
NYPIBV6T032	10/27/2015 9:53	3.578947
NYPIBV6T032	10/27/2015 9:54	4.543943
NYPIBV6T032	10/27/2015 9:55	2.00554
NYPIBV6T032	10/27/2015 9:56	2.515793
NYPIBV6T032	10/27/2015 9:57	2.759003
NYPIBV6T032	10/27/2015 9:58	1.639889
NYPIBV6T032	10/27/2015 9:59	2.006207
NYPIBV6T032	10/27/2015 10:00	2.892608
NYPIBV6T032	10/27/2015 10:01	6.106616
NYPIBV6T032	10/27/2015 10:02	8.627755
NYPIBV6T032	10/27/2015 10:03	4.509695
NYPIBV6T032	10/27/2015 10:04	5.916898
NYPIBV6T032	10/27/2015 10:05	4.388784
NYPIBV6T032	10/27/2015 10:06	35.703194
NYPIBV6T032	10/27/2015 10:07	13.687244
NYPIBV6T032	10/27/2015 10:08	3.390957
NYPIBV6T032	10/27/2015 10:09	2.117282
NYPIBV6T032	10/27/2015 10:10	4.288564
NYPIBV6T032	10/27/2015 10:11	4.731826
NYPIBV6T032	10/27/2015 10:12	5.640514
NYPIBV6T032	10/27/2015 10:13	4.398892
NYPIBV6T032	10/27/2015 10:14	3.93439
NYPIBV6T032	10/27/2015 10:15	4.388298
NYPIBV6T032	10/27/2015 10:16	7.598582
NYPIBV6T032	10/27/2015 10:17	7.825316
NYPIBV6T032	10/27/2015 10:18	3.856383
NYPIBV6T032	10/27/2015 10:19	3.336289
NYPIBV6T032	10/27/2015 10:20	4.110348
NYPIBV6T032	10/27/2015 10:21	4.167128
NYPIBV6T032	10/27/2015 10:22	3.989804
NYPIBV6T032	10/27/2015 10:23	14.616578
NYPIBV6T032	10/27/2015 10:24	3.656915
NYPIBV6T032	10/27/2015 10:25	5.018278
NYPIBV6T032	10/27/2015 10:26	3.01385
NYPIBV6T032	10/27/2015 10:27	2.859359
NYPIBV6T032	10/27/2015 10:28	4.322287
NYPIBV6T032	10/27/2015 10:29	2.582576
NYPIBV6T032	10/27/2015 10:30	2.449025
NYPIBV6T032	10/27/2015 10:31	2.68144
NYPIBV6T032	10/27/2015 10:32	5.12565
NYPIBV6T032	10/27/2015 10:33	4.109893
NYPIBV6T032	10/27/2015 10:34	3.524327
NYPIBV6T032	10/27/2015 10:35	2.638288
NYPIBV6T032	10/27/2015 10:36	2.116343
NYPIBV6T032	10/27/2015 10:37	4.055402
NYPIBV6T032	10/27/2015 10:38	3.26906
NYPIBV6T032	10/27/2015 10:39	1.507593
NYPIBV6T032	10/27/2015 10:40	2.981931
NYPIBV6T032	10/27/2015 10:41	4.576684
NYPIBV6T032	10/27/2015 10:42	4.201308
NYPIBV6T032	10/27/2015 10:43	4.061082
NYPIBV6T032	10/27/2015 10:44	2.545656
NYPIBV6T032	10/27/2015 10:45	2.537959
NYPIBV6T032	10/27/2015 10:46	2.493627
NYPIBV6T032	10/27/2015 10:47	2.371454
NYPIBV6T032	10/27/2015 10:48	3.65732
NYPIBV6T032	10/27/2015 10:49	10.302426
NYPIBV6T032	10/27/2015 10:50	5.42816
NYPIBV6T032	10/27/2015 10:51	3.780069
NYPIBV6T032	10/27/2015 10:52	4.587766
NYPIBV6T032	10/27/2015 10:53	2.732603
NYPIBV6T032	10/27/2015 10:54	2.082872
NYPIBV6T032	10/27/2015 10:55	2.028375
NYPIBV6T032	10/27/2015 10:56	3.568658
NYPIBV6T032	10/27/2015 10:57	2.459834
NYPIBV6T032	10/27/2015 10:58	2.49418
NYPIBV6T032	10/27/2015 10:59	2.083333
NYPIBV6T032	10/27/2015 11:00	5.841277
NYPIBV6T032	10/27/2015 11:01	5.682951
NYPIBV6T032	10/27/2015 11:02	21.196676
NYPIBV6T032	10/27/2015 11:03	3.322995
NYPIBV6T032	10/27/2015 11:04	2.183309
NYPIBV6T032	10/27/2015 11:05	3.291588
NYPIBV6T032	10/27/2015 11:06	6.81667
NYPIBV6T032	10/27/2015 11:07	1.661866
NYPIBV6T032	10/27/2015 11:08	3.434903
NYPIBV6T032	10/27/2015 11:09	2.993016
NYPIBV6T032	10/27/2015 11:10	7.081117
NYPIBV6T032	10/27/2015 11:11	5.308656
NYPIBV6T032	10/27/2015 11:12	3.744323
NYPIBV6T032	10/27/2015 11:13	3.593012
NYPIBV6T032	10/27/2015 11:14	4.930202
NYPIBV6T032	10/27/2015 11:15	5.173942
NYPIBV6T032	10/27/2015 11:16	4.519273
NYPIBV6T032	10/27/2015 11:17	4.665854
NYPIBV6T032	10/27/2015 11:18	4.532358
NYPIBV6T032	10/27/2015 11:19	3.567472
NYPIBV6T032	10/27/2015 11:20	3.845301
NYPIBV6T032	10/27/2015 11:21	16.83289
NYPIBV6T032	10/27/2015 11:22	4.221607
NYPIBV6T032	10/27/2015 11:23	2.227394
NYPIBV6T032	10/27/2015 11:24	6.260388
NYPIBV6T032	10/27/2015 11:25	4.033241
NYPIBV6T032	10/27/2015 11:26	4.178211
NYPIBV6T032	10/27/2015 11:27	2.599845
NYPIBV6T032	10/27/2015 11:28	2.970846
NYPIBV6T032	10/27/2015 11:29	1.806294
NYPIBV6T032	10/27/2015 11:30	2.127424
NYPIBV6T032	10/27/2015 11:31	4.155125
NYPIBV6T032	10/27/2015 11:32	4.266874
NYPIBV6T032	10/27/2015 11:33	4.014919
NYPIBV6T032	10/27/2015 11:34	3.977839
NYPIBV6T032	10/27/2015 11:35	2.515514
NYPIBV6T032	10/27/2015 11:36	1.762163
NYPIBV6T032	10/27/2015 11:37	2.038781
NYPIBV6T032	10/27/2015 11:38	2.116578
NYPIBV6T032	10/27/2015 11:39	2.449296
NYPIBV6T032	10/27/2015 11:40	1.662234
NYPIBV6T032	10/27/2015 11:41	2.383064
NYPIBV6T032	10/27/2015 11:42	3.524717
NYPIBV6T032	10/27/2015 11:43	2.615538
NYPIBV6T032	10/27/2015 11:44	1.961436
NYPIBV6T032	10/27/2015 11:45	8.833961
NYPIBV6T032	10/27/2015 11:46	3.368421
NYPIBV6T032	10/27/2015 11:47	2.238971
NYPIBV6T032	10/27/2015 11:48	3.135734
NYPIBV6T032	10/27/2015 11:49	2.028375
NYPIBV6T032	10/27/2015 11:50	1.739805
NYPIBV6T032	10/27/2015 11:51	2.105963
NYPIBV6T032	10/27/2015 11:52	18.642003
NYPIBV6T032	10/27/2015 11:53	4.519774
NYPIBV6T032	10/27/2015 11:54	1.939273
NYPIBV6T032	10/27/2015 11:55	1.717452
NYPIBV6T032	10/27/2015 11:56	2.20523
NYPIBV6T032	10/27/2015 11:57	1.318998
NYPIBV6T032	10/27/2015 11:58	7.403303
NYPIBV6T032	10/27/2015 11:59	2.426862
NYPIBV6T032	10/27/2015 12:00	10.527482
NYPIBV6T032	10/27/2015 12:01	4.939639
NYPIBV6T032	10/27/2015 12:02	5.737705
NYPIBV6T032	10/27/2015 12:03	5.337763
NYPIBV6T032	10/27/2015 12:04	7.567867
NYPIBV6T032	10/27/2015 12:05	34.286031
NYPIBV6T032	10/27/2015 12:06	7.745076
NYPIBV6T032	10/27/2015 12:07	2.880886
NYPIBV6T032	10/27/2015 12:08	7.809904
NYPIBV6T032	10/27/2015 12:09	19.789474
NYPIBV6T032	10/27/2015 12:10	13.146528
NYPIBV6T032	10/27/2015 12:11	5.704475
NYPIBV6T032	10/27/2015 12:12	17.203944
NYPIBV6T032	10/27/2015 12:14	8.756219
NYPIBV6T032	10/27/2015 12:15	5.903855
NYPIBV6T032	10/27/2015 12:16	13.977424
NYPIBV6T032	10/27/2015 12:17	5.960558
NYPIBV6T032	10/27/2015 12:18	2.404699
NYPIBV6T032	10/27/2015 12:19	2.360111
NYPIBV6T032	10/27/2015 12:20	12.241969
NYPIBV6T032	10/27/2015 12:21	8.007531
NYPIBV6T032	10/27/2015 12:22	2.425786
NYPIBV6T032	10/27/2015 12:23	2.68144
NYPIBV6T032	10/27/2015 12:24	10.725762
NYPIBV6T032	10/27/2015 12:25	2.626039
NYPIBV6T032	10/27/2015 12:26	2.548759
NYPIBV6T032	10/27/2015 12:27	5.083056
NYPIBV6T032	10/27/2015 12:28	4.608397
NYPIBV6T032	10/27/2015 12:29	17.609924
NYPIBV6T032	10/27/2015 12:30	2.822982
NYPIBV6T032	10/27/2015 12:31	3.855956
NYPIBV6T032	10/27/2015 12:32	1.961219
NYPIBV6T032	10/27/2015 12:33	18.698736
NYPIBV6T032	10/27/2015 12:34	8.844586
NYPIBV6T032	10/27/2015 12:35	10.834164
NYPIBV6T032	10/27/2015 12:36	9.803054
NYPIBV6T032	10/27/2015 12:37	4.05675
NYPIBV6T032	10/27/2015 12:38	2.769776
NYPIBV6T032	10/27/2015 12:39	5.162291
NYPIBV6T032	10/27/2015 12:40	3.191843
NYPIBV6T032	10/27/2015 12:41	7.334367
NYPIBV6T032	10/27/2015 12:42	3.667996
NYPIBV6T032	10/27/2015 12:43	6.708735
NYPIBV6T032	10/27/2015 12:44	3.966759
NYPIBV6T032	10/27/2015 12:45	3.047091
NYPIBV6T032	10/27/2015 12:46	46.976074
NYPIBV6T032	10/27/2015 12:47	48.43923
NYPIBV6T032	10/27/2015 12:48	17.619048
NYPIBV6T032	10/27/2015 12:49	5.161719
NYPIBV6T032	10/27/2015 12:50	31.608686
NYPIBV6T032	10/27/2015 12:51	13.057924
NYPIBV6T032	10/27/2015 12:52	7.408638
NYPIBV6T032	10/27/2015 12:53	8.753463
NYPIBV6T032	10/27/2015 12:54	3.956555
NYPIBV6T032	10/27/2015 12:55	1.971425
NYPIBV6T032	10/27/2015 12:56	2.903691
NYPIBV6T032	10/27/2015 12:57	9.885847
NYPIBV6T032	10/27/2015 12:58	4.518272
NYPIBV6T032	10/27/2015 12:59	4.432624
NYPIBV6T032	10/27/2015 13:00	6.282548
NYPIBV6T032	10/27/2015 13:01	5.561711
NYPIBV6T032	10/27/2015 13:02	5.207756
NYPIBV6T032	10/27/2015 13:03	8.388741
NYPIBV6T032	10/27/2015 13:04	9.760691
NYPIBV6T032	10/27/2015 13:05	9.716375
NYPIBV6T032	10/27/2015 13:06	13.427875
NYPIBV6T032	10/27/2015 13:07	17.082087
NYPIBV6T032	10/27/2015 13:08	12.508309
NYPIBV6T032	10/27/2015 13:09	7.123075
NYPIBV6T032	10/27/2015 13:10	3.434903
NYPIBV6T032	10/27/2015 13:11	2.648786
NYPIBV6T032	10/27/2015 13:12	9.54913
NYPIBV6T032	10/27/2015 13:13	11.689751
NYPIBV6T032	10/27/2015 13:14	3.857238
NYPIBV6T032	10/27/2015 13:15	4.444198
NYPIBV6T032	10/27/2015 13:16	29.731826
NYPIBV6T032	10/27/2015 13:17	4.886427
NYPIBV6T032	10/27/2015 13:18	3.844023
NYPIBV6T032	10/27/2015 13:19	2.836565
NYPIBV6T032	10/27/2015 13:20	2.591649
NYPIBV6T032	10/27/2015 13:21	3.265803
NYPIBV6T032	10/27/2015 13:22	2.049861
NYPIBV6T032	10/27/2015 13:23	3.246897
NYPIBV6T032	10/27/2015 13:24	35.822055
NYPIBV6T032	10/27/2015 13:25	7.754514
NYPIBV6T032	10/27/2015 13:26	3.180055
NYPIBV6T032	10/27/2015 13:27	32.723848
NYPIBV6T032	10/27/2015 13:28	5.79373
NYPIBV6T032	10/27/2015 13:29	2.160904
NYPIBV6T032	10/27/2015 13:30	1.739805
NYPIBV6T032	10/27/2015 13:31	10.181697
NYPIBV6T032	10/27/2015 13:32	2.493075
NYPIBV6T032	10/27/2015 13:33	16.08686
NYPIBV6T032	10/27/2015 13:34	3.776719
NYPIBV6T032	10/27/2015 13:35	1.939488
NYPIBV6T032	10/27/2015 13:36	2.183067
NYPIBV6T032	10/27/2015 13:37	13.012636
NYPIBV6T032	10/27/2015 13:38	3.047091
NYPIBV6T032	10/27/2015 13:39	1.373961
NYPIBV6T032	10/27/2015 13:40	1.496342
NYPIBV6T032	10/27/2015 13:41	1.761578
NYPIBV6T032	10/27/2015 13:42	2.038781
NYPIBV6T032	10/27/2015 13:43	2.205475
NYPIBV6T032	10/27/2015 13:44	1.850621
NYPIBV6T032	10/27/2015 13:45	1.79581
NYPIBV6T032	10/27/2015 13:46	2.06117
NYPIBV6T032	10/27/2015 13:47	1.507259
NYPIBV6T032	10/27/2015 13:48	1.285746
NYPIBV6T032	10/27/2015 13:49	1.828457
NYPIBV6T032	10/27/2015 13:50	1.418283
NYPIBV6T032	10/27/2015 13:51	2.12766
NYPIBV6T032	10/27/2015 13:52	3.989804
NYPIBV6T032	10/27/2015 13:53	3.146117
NYPIBV6T032	10/27/2015 13:54	2.249307
NYPIBV6T032	10/27/2015 13:55	2.925856
NYPIBV6T032	10/27/2015 13:56	10.427748
NYPIBV6T032	10/27/2015 13:57	3.898981
NYPIBV6T032	10/27/2015 13:58	2.670952
NYPIBV6T032	10/27/2015 13:59	1.484929
NYPIBV6T032	10/27/2015 14:00	3.068912
NYPIBV6T032	10/27/2015 14:01	16.066482
NYPIBV6T032	10/27/2015 14:02	6.135105
NYPIBV6T032	10/27/2015 14:03	14.287296
NYPIBV6T032	10/27/2015 14:04	5.415282
NYPIBV6T032	10/27/2015 14:05	4.920758
NYPIBV6T032	10/27/2015 14:06	4.665854
NYPIBV6T032	10/27/2015 14:07	4.980631
NYPIBV6T032	10/27/2015 14:08	6.630507
NYPIBV6T032	10/27/2015 14:09	4.7334
NYPIBV6T032	10/27/2015 14:10	6.235464
NYPIBV6T032	10/27/2015 14:11	8.288089
NYPIBV6T032	10/27/2015 14:12	7.221976
NYPIBV6T032	10/27/2015 14:13	5.951457
NYPIBV6T032	10/27/2015 14:14	4.356019
NYPIBV6T032	10/27/2015 14:15	4.655287
NYPIBV6T032	10/27/2015 14:16	2.67036
NYPIBV6T032	10/27/2015 14:17	22.996786
NYPIBV6T032	10/27/2015 14:18	3.157195
NYPIBV6T032	10/27/2015 14:19	2.060942
NYPIBV6T032	10/27/2015 14:20	1.984259
NYPIBV6T032	10/27/2015 14:21	2.360111
NYPIBV6T032	10/27/2015 14:22	2.470914
NYPIBV6T032	10/27/2015 14:23	3.645833
NYPIBV6T032	10/27/2015 14:24	2.360634
NYPIBV6T032	10/27/2015 14:25	1.396586
NYPIBV6T032	10/27/2015 14:26	1.373505
NYPIBV6T032	10/27/2015 14:27	2.161623
NYPIBV6T032	10/27/2015 14:28	1.473848
NYPIBV6T032	10/27/2015 14:29	2.206208
NYPIBV6T032	10/27/2015 14:30	2.138741
NYPIBV6T032	10/27/2015 14:31	4.600377
NYPIBV6T032	10/27/2015 14:32	11.290859
NYPIBV6T032	10/27/2015 14:33	3.102837
NYPIBV6T032	10/27/2015 14:34	1.861908
NYPIBV6T032	10/27/2015 14:35	8.777568
NYPIBV6T032	10/27/2015 14:36	44.041681
NYPIBV6T032	10/27/2015 14:37	17.935384
NYPIBV6T032	10/27/2015 14:38	5.359318
NYPIBV6T032	10/27/2015 14:39	4.077111
NYPIBV6T032	10/27/2015 14:40	13.278652
NYPIBV6T032	10/27/2015 14:41	3.291223
NYPIBV6T032	10/27/2015 14:42	11.102493
NYPIBV6T032	10/27/2015 14:43	1.773246
NYPIBV6T032	10/27/2015 14:44	15.996455
NYPIBV6T032	10/27/2015 14:45	3.756233
NYPIBV6T032	10/27/2015 14:46	5.075917
NYPIBV6T032	10/27/2015 14:47	14.329977
NYPIBV6T032	10/27/2015 14:48	10.927812
NYPIBV6T032	10/27/2015 14:49	1.993355
NYPIBV6T032	10/27/2015 14:50	1.651702
NYPIBV6T032	10/27/2015 14:51	6.458403
NYPIBV6T032	10/27/2015 14:52	2.127895
NYPIBV6T032	10/27/2015 14:53	2.659574
NYPIBV6T032	10/27/2015 14:54	1.62917
NYPIBV6T032	10/27/2015 14:55	1.972736
NYPIBV6T032	10/27/2015 14:56	0.975177
NYPIBV6T032	10/27/2015 14:57	24.318635
NYPIBV6T032	10/27/2015 14:58	13.11421
NYPIBV6T032	10/27/2015 14:59	1.107788
NYPIBV6T032	10/27/2015 15:00	2.117047
NYPIBV6T032	10/27/2015 15:01	26.209323
NYPIBV6T032	10/27/2015 15:02	37.64498
NYPIBV6T032	10/27/2015 15:03	43.527849
NYPIBV6T032	10/27/2015 15:04	27.403633
NYPIBV6T032	10/27/2015 15:05	12.793531
NYPIBV6T032	10/27/2015 15:06	3.933082
NYPIBV6T032	10/27/2015 15:07	3.679078
NYPIBV6T032	10/27/2015 15:08	1.728532
NYPIBV6T032	10/27/2015 15:09	5.429965
NYPIBV6T032	10/27/2015 15:10	2.78178
NYPIBV6T032	10/27/2015 15:11	5.738341
NYPIBV6T032	10/27/2015 15:12	5.341312
NYPIBV6T032	10/27/2015 15:13	12.278369
NYPIBV6T032	10/27/2015 15:14	0.908386
NYPIBV6T032	10/27/2015 15:15	1.207756
NYPIBV6T032	10/27/2015 15:16	1.806695
NYPIBV6T032	10/27/2015 15:17	1.55159
NYPIBV6T032	10/27/2015 15:18	12.723041
NYPIBV6T032	10/27/2015 15:19	1.92691
NYPIBV6T032	10/27/2015 15:20	3.931775
NYPIBV6T032	10/27/2015 15:21	8.288089
NYPIBV6T032	10/27/2015 15:22	6.06866
NYPIBV6T032	10/27/2015 15:23	4.631579
NYPIBV6T032	10/27/2015 15:24	3.09107
NYPIBV6T032	10/27/2015 15:25	10.989254
NYPIBV6T032	10/27/2015 15:26	6.358702
NYPIBV6T032	10/27/2015 15:27	2.228134
NYPIBV6T032	10/27/2015 15:28	2.171505
NYPIBV6T032	10/27/2015 15:29	2.028375
NYPIBV6T032	10/27/2015 15:30	4.476454
NYPIBV6T032	10/27/2015 15:31	2.10503
NYPIBV6T032	10/27/2015 15:32	4.100632
NYPIBV6T032	10/27/2015 15:33	2.745185
NYPIBV6T032	10/27/2015 15:34	4.632092
NYPIBV6T032	10/27/2015 15:35	2.315789
NYPIBV6T032	10/27/2015 15:36	10.584063
NYPIBV6T032	10/27/2015 15:37	24.961206
NYPIBV6T032	10/27/2015 15:38	3.878116
NYPIBV6T032	10/27/2015 15:39	1.884074
NYPIBV6T032	10/27/2015 15:40	4.375762
NYPIBV6T032	10/27/2015 15:41	5.98338
NYPIBV6T032	10/27/2015 15:42	14.82793
NYPIBV6T032	10/27/2015 15:43	2.522961
NYPIBV6T032	10/27/2015 15:44	2.842662
NYPIBV6T032	10/27/2015 15:45	16.438941
NYPIBV6T032	10/27/2015 15:46	18.114336
NYPIBV6T032	10/27/2015 15:47	3.98627
NYPIBV6T032	10/27/2015 15:48	2.237979
NYPIBV6T032	10/27/2015 15:49	2.758086
NYPIBV6T032	10/27/2015 15:50	2.515793
NYPIBV6T032	10/27/2015 15:51	2.591936
NYPIBV6T032	10/27/2015 15:52	2.703901
NYPIBV6T032	10/27/2015 15:53	3.05885
NYPIBV6T032	10/27/2015 15:54	3.158595
NYPIBV6T032	10/27/2015 15:55	3.446747
NYPIBV6T032	10/27/2015 15:56	4.615896
